"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Project Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Digital, Data and Technology Professions","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","5.57","Operational Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Project Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Project Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Government Tax Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Government Tax Profession","South East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Human Resources Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Finance Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Tax Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Tax Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Other","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Project Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD305","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD306","Assistant Officer (AO)","28016","31471","Customer Compliance, Assistant Officer","<5","Government Tax Profession","East Midlands"
